ID,Z1,Z2,Z3,Trt,Truncated_Censor_Time,obs_time,indD
1,0.5768198716150077,0.8406648008480792,1.2346762128580688,1,0.9242524243891239,0.9242524243891239,0
2,0.6239962205834857,1.4822325558189038,0.920984924690107,0,0.28044254216365516,0.28044254216365516,0
3,1.2242404785275296,1.2666188976421497,1.3124735622238697,0,0.8024409455247223,0.7708462794225034,1
4,0.509109038071317,0.6720715875488079,0.5665830617209944,0,0.9164757372345775,0.2988647056387685,1
5,1.0899581986407925,0.8668388196499645,0.7843979875114918,0,0.49040715605951846,0.29133746813005634,1
6,1.1281448302540014,0.9898515261996145,0.23556649153311648,1,0.030039261328056455,0.030039261328056455,0
7,1.2230060060824781,0.9637510942317005,1.129530327557262,1,0.048225020756945014,0.048225020756945014,0
8,0.8756493914430009,0.973214154481838,1.1247964408463176,0,0.5213686507195234,0.5213686507195234,0
9,1.5363793865448185,0.5994637823337916,1.4865093545924242,1,0.13460782379843295,0.13460782379843295,0
10,0.9306398753781421,1.3786162613684347,1.0596974523560367,1,0.16286467714235187,0.10445437426751177,1
11,1.0681965651207337,1.2772066528499986,0.4692026680311763,0,0.5221850688103586,0.15275609763210202,1
12,0.8325308122756345,0.9474887213145687,1.2438088530969136,0,0.46588614117354155,0.07887413822229193,1
13,0.9373384365773615,1.3056669397209895,0.9334032448262033,0,0.407740943133831,0.407740943133831,0
14,1.0071126892936115,0.8323421692208226,1.0827507871084765,0,0.2718996254261583,0.2718996254261583,0
15,0.6761593600360931,1.3094755512441392,0.7833896417790642,1,0.6192945558577776,0.046540317831288945,1
16,1.1371845940854746,0.9645627255718977,1.0621664110641615,0,0.9062097640708089,0.22082111115699965,1
17,0.5018011957426955,0.7200090487642223,1.4529339307498337,0,0.7308309783693403,0.44081899052612183,1
18,0.9857485939794062,0.7685926555482754,0.9935006984582415,0,0.11314987088553607,0.11314987088553607,0
19,0.8560117174505831,1.5976200241847653,0.9080091091735599,1,0.25539599847979844,0.25539599847979844,0
20,1.035727157267076,0.7215815930488059,0.6851952480748356,0,0.19302064855583012,0.19302064855583012,0
21,0.9811227703236155,0.7707674273730157,0.7984361415291247,0,0.806192574556917,0.806192574556917,0
22,0.715941093302833,0.8230611235049664,1.1548266666385962,0,0.3501179018057883,0.3501179018057883,0
23,1.292034322544506,1.068695286745327,0.45786605700453653,1,0.7555110156536102,0.7555110156536102,0
24,0.7366912882908387,0.881118144554894,1.3609710763524845,0,0.7610693632159382,0.44931020040961617,1
25,0.3446475048906422,1.0343751217930786,0.7600904775046203,0,0.10356631642207503,0.10356631642207503,0
26,0.5754884773411579,0.9434779589451274,1.0896793487177088,0,0.9293227491434664,0.9293227491434664,0
27,1.4195759706518316,1.1670247100207862,1.1420552157631056,0,0.49312731926329434,0.49312731926329434,0
28,0.6004438582549507,0.9548868194165101,1.38379917874201,0,0.45558021729812026,0.32739362383896364,1
29,0.8586240718340463,0.7726271166495999,0.4651128565843823,0,0.6807136540301144,0.6807136540301144,0
30,1.7519546302146014,0.6450198717375492,1.1189898081637026,0,0.7329330283682793,0.7329330283682793,0
31,0.6761189208064993,1.4535230535067132,0.9401239868099739,0,0.7187228812836111,0.7187228812836111,0
32,1.476808240346859,0.5114026352562173,0.9400513764187832,1,0.7371483007445931,0.7371483007445931,0
33,1.2274464662069062,1.2911174602741964,0.6169277503904087,1,0.43736403807997704,0.43736403807997704,0
34,0.6907170746827687,1.1220998442092855,0.5930660045861532,0,0.32886768807657063,0.08975817835375857,1
35,1.3702510645601762,0.6840071409755417,0.962111755789909,1,0.03364828834310174,0.03364828834310174,0
36,0.8092286577135044,1.366154004718085,1.1765375054914256,0,0.7853416558355093,0.21243877567402544,1
37,0.8905841166640814,1.1674865254084739,0.8717806053527606,0,0.5171992881223559,0.4666243002837485,1
38,1.2131567540591754,1.4580090192526836,0.508860016581073,0,0.12158824619837105,0.12158824619837105,0
39,1.497988928795751,0.8681113098291872,1.115247440803864,0,0.11598308081738651,0.11598308081738651,0
40,1.2247382252732526,0.7111655030035333,1.0165104030218803,0,0.5153314692433923,0.5153314692433923,0
41,0.5051209017089853,0.7091181437444636,0.8753021270439375,0,0.6087369450833648,0.13392174436192353,1
42,1.1142688992602265,0.9292142488972005,0.922460808042245,0,0.8343523573130369,0.03250803772441561,1
43,0.7090881789183887,1.253874078201223,1.0747512115817506,0,0.5029381895437837,0.5029381895437837,0
44,1.0381940272362005,0.9435515003631876,0.892789052919516,0,0.8169623629655689,0.8169623629655689,0
45,0.74935754656819,0.6140698716266073,0.32100191669779865,0,0.6960107439663261,0.12503685961978014,1
46,0.5742822269356338,1.1310429330602607,0.824335783966387,1,0.1767025131266564,0.17487079692193447,1
47,0.7756254500448179,0.7569988517145448,1.0799666989450394,0,0.041498209116980433,0.028256796229779065,1
48,1.2478584645164115,0.5715177200338595,1.1994837214862397,0,0.6119696025270969,0.6119696025270969,0
49,1.2714685876340441,1.2607721875453546,0.4308656877599669,0,0.5467043935786933,0.1597861782431173,1
50,1.2338367673101591,0.8809974000067903,1.3144139910687231,0,0.17654782626777887,0.17654782626777887,0
51,1.1690807814957125,1.1059674273158009,1.4084065157374672,0,0.9095148362684995,0.3533262529065069,1
52,0.8625310263194548,1.1677617722916154,1.5988912919491107,0,0.7139362005982548,0.7139362005982548,0
53,1.1021334671452079,1.3733963731974375,0.8102549363292674,0,0.43233460444025695,0.43233460444025695,0
54,1.5389594794265173,0.7794106573907483,1.3528605706872292,1,0.7295802885200828,0.7295802885200828,0
55,1.3265570274337977,1.1852359962666763,0.6322229106249504,0,0.17380800214596093,0.17380800214596093,0
56,1.0777395563628276,1.1750443905403352,0.6872486861888838,0,0.33157664304599166,0.13974396916540263,1
57,0.9645220099755196,1.293009252080656,1.5912565298473544,0,0.2134727444499731,0.2134727444499731,0
58,0.5720717610519921,0.6484140217272201,1.1750968096948167,0,0.28451486164703965,0.28451486164703965,0
59,0.15531867138609423,1.156287971413531,0.572557665192288,0,0.5077775951940566,8.703748702240062e-4,1
60,0.5649588990779452,0.8965988715202557,0.8556745334512744,0,0.6633000771980733,0.6633000771980733,0
61,1.019964617046038,0.927089372395413,0.7476444204398867,1,0.7694815672002733,0.3079850096157132,1
62,0.8144357914321518,1.2556611506308277,0.6492326829442439,0,0.8420558385550976,0.692945166688132,1
63,1.3239353293417517,0.4268109998253742,0.9331755417846851,0,0.42218182352371514,0.1396404236741966,1
64,1.115357455977233,1.1507626539992815,0.5193982848443178,0,0.8712432270403951,0.7183709356056026,1
65,0.47908145875827035,0.9773109073026792,0.9273989924370021,0,0.5061170239932835,0.038302761340762104,1
66,0.9982485295200898,0.3721353763779153,1.5899028494676393,0,0.35954441386274993,0.35954441386274993,0
67,0.36375742562665636,1.0620104259531196,0.7491492991061893,1,0.8671176068019122,0.8671176068019122,0
68,1.0492827019185835,1.144395187035709,0.9983421842142408,0,0.2172906855121255,0.2172906855121255,0
