ID,L_open,R_closed,IndR,IndD,Cov,Trt,R_Label
1,0,0.34088971782245175,1,0,1.4106004279499746,0,Recurrent1
1,0.34088971782245175,0.3883753148586744,0,0,1.4106004279499746,0,Censor
2,0,0.15712000383122443,1,0,1.253345931388381,1,Recurrent1
2,0.15712000383122443,0.42931080634062024,1,0,1.253345931388381,1,Recurrent2
2,0.42931080634062024,0.4319588741440307,1,0,1.253345931388381,1,Recurrent3
2,0.4319588741440307,0.908241285994345,0,0,1.253345931388381,1,Censor
3,0,0.2424289388176353,1,0,0.7474682617584324,1,Recurrent1
3,0.2424289388176353,0.40595162242257266,1,0,0.7474682617584324,1,Recurrent2
3,0.40595162242257266,0.4684513537140921,0,1,0.7474682617584324,1,Failure
4,0,0.46553811443076193,1,0,1.6363032064289436,0,Recurrent1
4,0.46553811443076193,0.5347313499519551,1,0,1.6363032064289436,0,Recurrent2
4,0.5347313499519551,0.6049912616610638,0,0,1.6363032064289436,0,Censor
5,0,0.1618045582901271,1,0,0.29986066213597506,1,Recurrent1
5,0.1618045582901271,0.19076227215632324,0,0,0.29986066213597506,1,Censor
6,0,0.14935023640421202,0,1,0.4271494341800043,1,Failure
7,0,0.18980955842592742,0,0,0.7433533536082603,1,Censor
8,0,0.09272943397790957,0,0,0.41450202852333046,0,Censor
9,0,0.053991617632355805,1,0,1.787931288482728,1,Recurrent1
9,0.053991617632355805,0.2753994813298173,1,0,1.787931288482728,1,Recurrent2
9,0.2753994813298173,0.5317126826335047,0,1,1.787931288482728,1,Failure
10,0,0.23767287833915998,1,0,0.231200415406193,1,Recurrent1
10,0.23767287833915998,0.2988652972382776,1,0,0.231200415406193,1,Recurrent2
10,0.2988652972382776,0.36026471839354385,1,0,0.231200415406193,1,Recurrent3
10,0.36026471839354385,0.7119648035622899,0,0,0.231200415406193,1,Censor
11,0,0.10971048502544448,0,0,0.22732188373577913,0,Censor
12,0,0.358044220789849,0,1,0.5582306257478848,0,Failure
13,0,0.34374377970597775,0,0,0.20887187807546184,1,Censor
14,0,0.025500802341821387,0,1,0.023708964312038325,0,Failure
15,0,0.03832722701603275,1,0,1.0794687998796895,1,Recurrent1
15,0.03832722701603275,0.050735878427397706,0,1,1.0794687998796895,1,Failure
16,0,0.24047369983000969,0,1,0.45728198028491546,0,Failure
17,0,0.19564408838930628,1,0,1.6606626808576817,0,Recurrent1
17,0.19564408838930628,0.5017642495271177,0,0,1.6606626808576817,0,Censor
18,0,0.22799847559860772,1,0,0.04750468673531283,1,Recurrent1
18,0.22799847559860772,0.35782015838648673,0,0,0.04750468673531283,1,Censor
19,0,0.3339264403787589,1,0,0.4799609418313897,0,Recurrent1
19,0.3339264403787589,0.3897652955728465,1,0,0.4799609418313897,0,Recurrent2
19,0.3897652955728465,0.4391754514505631,1,0,0.4799609418313897,0,Recurrent3
19,0.4391754514505631,0.5015713009002727,0,1,0.4799609418313897,0,Failure
20,0,0.05744306524687523,0,0,0.11909052422358699,1,Censor
21,0,0.47543787682196653,0,0,0.0629240989212815,0,Censor
22,0,0.0713837151787417,1,0,0.9468630223238903,1,Recurrent1
22,0.0713837151787417,0.20318147890886137,1,0,0.9468630223238903,1,Recurrent2
22,0.20318147890886137,0.29935757168289956,1,0,0.9468630223238903,1,Recurrent3
22,0.29935757168289956,0.44001327848757305,0,0,0.9468630223238903,1,Censor
23,0,0.22234678937122454,1,0,0.97344774181502,1,Recurrent1
23,0.22234678937122454,0.2666678621624984,1,0,0.97344774181502,1,Recurrent2
23,0.2666678621624984,0.34732968778600654,1,0,0.97344774181502,1,Recurrent3
23,0.34732968778600654,0.8790425348087879,0,0,0.97344774181502,1,Censor
24,0,0.3797109697927388,1,0,0.877695705697204,0,Recurrent1
24,0.3797109697927388,0.39252570859026203,0,0,0.877695705697204,0,Censor
25,0,0.13404986782783088,1,0,2.1845083170311925,0,Recurrent1
25,0.13404986782783088,0.16766516431449235,1,0,2.1845083170311925,0,Recurrent2
25,0.16766516431449235,0.3649296546808018,1,0,2.1845083170311925,0,Recurrent3
25,0.3649296546808018,0.5017043094450719,0,0,2.1845083170311925,0,Censor
26,0,0.3218064018905306,1,0,1.4150384088628072,1,Recurrent1
26,0.3218064018905306,0.3747749098170974,1,0,1.4150384088628072,1,Recurrent2
26,0.3747749098170974,0.6789867277262794,1,0,1.4150384088628072,1,Recurrent3
26,0.6789867277262794,0.7731489119700071,0,0,1.4150384088628072,1,Censor
27,0,0.12937989286466056,1,0,1.398586568839439,1,Recurrent1
27,0.12937989286466056,0.2037406943217269,1,0,1.398586568839439,1,Recurrent2
27,0.2037406943217269,0.30703256936016887,1,0,1.398586568839439,1,Recurrent3
27,0.30703256936016887,0.38579102672215604,0,1,1.398586568839439,1,Failure
28,0,0.12089188819776521,1,0,1.3318538058168312,1,Recurrent1
28,0.12089188819776521,0.28960187498022466,1,0,1.3318538058168312,1,Recurrent2
28,0.28960187498022466,0.38057551800856154,0,0,1.3318538058168312,1,Censor
29,0,0.020129711126039982,1,0,0.4712530938865124,1,Recurrent1
29,0.020129711126039982,0.4018446301448834,1,0,0.4712530938865124,1,Recurrent2
29,0.4018446301448834,0.5800265487725236,1,0,0.4712530938865124,1,Recurrent3
29,0.5800265487725236,0.7893552673766555,0,0,0.4712530938865124,1,Censor
30,0,0.025923152497599685,1,0,2.506515434048672,1,Recurrent1
30,0.025923152497599685,0.03898382364675872,1,0,2.506515434048672,1,Recurrent2
30,0.03898382364675872,0.1950647935824344,1,0,2.506515434048672,1,Recurrent3
30,0.1950647935824344,0.46638877627434816,0,0,2.506515434048672,1,Censor
31,0,0.3885798954095089,1,0,1.079603597311669,1,Recurrent1
31,0.3885798954095089,0.4914243638538912,0,0,1.079603597311669,1,Censor
32,0,0.046224120495220684,0,0,1.589360801156197,0,Censor
33,0,0.10041129949715898,1,0,0.7581548873563544,0,Recurrent1
33,0.10041129949715898,0.13253512249974722,0,1,0.7581548873563544,0,Failure
34,0,0.28583632749867754,1,0,1.0309430843907712,1,Recurrent1
34,0.28583632749867754,0.3774006476667527,1,0,1.0309430843907712,1,Recurrent2
34,0.3774006476667527,0.4949014013274695,1,0,1.0309430843907712,1,Recurrent3
34,0.4949014013274695,0.8516728956694867,0,0,1.0309430843907712,1,Censor
35,0,0.03841966547924132,1,0,1.2341702152005871,1,Recurrent1
35,0.03841966547924132,0.17776393070461627,1,0,1.2341702152005871,1,Recurrent2
35,0.17776393070461627,0.3146214470409153,1,0,1.2341702152005871,1,Recurrent3
35,0.3146214470409153,0.7033445670653781,0,0,1.2341702152005871,1,Censor
36,0,0.009554898550636431,1,0,0.6359044742883186,0,Recurrent1
36,0.009554898550636431,0.05700168848949963,1,0,0.6359044742883186,0,Recurrent2
36,0.05700168848949963,0.1930704072006849,1,0,0.6359044742883186,0,Recurrent3
36,0.1930704072006849,0.7118165742907097,0,0,0.6359044742883186,0,Censor
37,0,0.7249392647803211,0,0,0.3647196111197286,1,Censor
38,0,0.11532754421651781,1,0,0.7105225135305846,1,Recurrent1
