ID,L_open,R_closed,IndR,IndD,Cov,Trt,R_Label
1,0,0.3842461419949169,0,0,-1.4106004279499746,0,Censor
2,0,0.8985849429457742,0,0,-1.253345931388381,1,Censor
3,0,0.2424289388176353,1,0,0.7474682617584324,1,Recurrent1
3,0.2424289388176353,0.40595162242257266,1,0,0.7474682617584324,1,Recurrent2
3,0.40595162242257266,0.4684513537140921,0,1,0.7474682617584324,1,Failure
4,0,0.5985590467264706,0,0,-1.6363032064289436,0,Censor
5,0,0.1618045582901271,1,0,0.29986066213597506,1,Recurrent1
5,0.1618045582901271,0.18873410412534722,0,0,0.29986066213597506,1,Censor
6,0,0.14935023640421202,0,1,0.4271494341800043,1,Failure
7,0,0.18779151956519463,0,0,0.7433533536082603,1,Censor
8,0,0.09174354263053465,0,0,-0.41450202852333046,0,Censor
9,0,0.053991617632355805,1,0,1.787931288482728,1,Recurrent1
9,0.053991617632355805,0.2753994813298173,1,0,1.787931288482728,1,Recurrent2
9,0.2753994813298173,0.5317126826335047,0,1,1.787931288482728,1,Failure
10,0,0.342971441484515,1,0,-0.231200415406193,1,Recurrent1
10,0.342971441484515,0.40416386038363267,1,0,-0.231200415406193,1,Recurrent2
10,0.40416386038363267,0.46556328153889887,1,0,-0.231200415406193,1,Recurrent3
10,0.46556328153889887,0.7043952551529385,0,0,-0.231200415406193,1,Censor
11,0,0.10854405260735533,0,0,0.22732188373577913,0,Censor
12,0,0.358044220789849,0,1,-0.5582306257478848,0,Failure
13,0,0.34008912547605114,0,0,-0.20887187807546184,1,Censor
14,0,0.025500802341821387,0,1,0.023708964312038325,0,Failure
15,0,0.050735878427397706,0,1,-1.0794687998796895,1,Failure
16,0,0.24047369983000969,0,1,0.45728198028491546,0,Failure
17,0,0.49642953528580464,0,0,-1.6606626808576817,0,Censor
18,0,0.24584355040606723,1,0,-0.04750468673531283,1,Recurrent1
18,0.24584355040606723,0.35401584531202546,0,0,-0.04750468673531283,1,Censor
19,0,0.5015713009002727,0,1,-0.4799609418313897,0,Failure
20,0,0.056832335529630566,0,0,0.11909052422358699,1,Censor
21,0,0.47038306230552357,0,0,-0.0629240989212815,0,Censor
22,0,0.32056120894301626,1,0,-0.9468630223238903,1,Recurrent1
22,0.32056120894301626,0.4353350952464858,0,0,-0.9468630223238903,1,Censor
23,0,0.22234678937122454,1,0,0.97344774181502,1,Recurrent1
23,0.22234678937122454,0.2666678621624984,1,0,0.97344774181502,1,Recurrent2
23,0.2666678621624984,0.34732968778600654,1,0,0.97344774181502,1,Recurrent3
23,0.34732968778600654,0.8696966303654485,0,0,0.97344774181502,1,Censor
24,0,0.388352409098177,0,0,-0.877695705697204,0,Censor
25,0,0.49637023248154344,0,0,-2.1845083170311925,0,Censor
26,0,0.7649288593950594,0,0,-1.4150384088628072,1,Censor
27,0,0.12937989286466056,1,0,1.398586568839439,1,Recurrent1
27,0.12937989286466056,0.2037406943217269,1,0,1.398586568839439,1,Recurrent2
27,0.2037406943217269,0.30703256936016887,1,0,1.398586568839439,1,Recurrent3
27,0.30703256936016887,0.38579102672215604,0,1,1.398586568839439,1,Failure
28,0,0.3765292719124541,0,0,-1.3318538058168312,1,Censor
29,0,0.04251015610764436,1,0,-0.4712530938865124,1,Recurrent1
29,0.04251015610764436,0.42422507512648777,1,0,-0.4712530938865124,1,Recurrent2
29,0.42422507512648777,0.602406993754128,1,0,-0.4712530938865124,1,Recurrent3
29,0.602406993754128,0.780962910228257,0,0,-0.4712530938865124,1,Censor
30,0,0.025923152497599685,1,0,2.506515434048672,1,Recurrent1
30,0.025923152497599685,0.03898382364675872,1,0,2.506515434048672,1,Recurrent2
30,0.03898382364675872,0.1950647935824344,1,0,2.506515434048672,1,Recurrent3
30,0.1950647935824344,0.46143017101475825,0,0,2.506515434048672,1,Censor
31,0,0.4861995823856015,0,0,-1.079603597311669,1,Censor
32,0,0.045732669631333066,0,0,1.589360801156197,0,Censor
33,0,0.10041129949715898,1,0,0.7581548873563544,0,Recurrent1
33,0.10041129949715898,0.13253512249974722,0,1,0.7581548873563544,0,Failure
34,0,0.8426179828697999,0,0,-1.0309430843907712,1,Censor
35,0,0.03841966547924132,1,0,1.2341702152005871,1,Recurrent1
35,0.03841966547924132,0.17776393070461627,1,0,1.2341702152005871,1,Recurrent2
35,0.17776393070461627,0.3146214470409153,1,0,1.2341702152005871,1,Recurrent3
35,0.3146214470409153,0.6958666682672672,0,0,1.2341702152005871,1,Censor
36,0,0.023071653600491866,1,0,-0.6359044742883186,0,Recurrent1
36,0.023071653600491866,0.07051844353935506,1,0,-0.6359044742883186,0,Recurrent2
36,0.07051844353935506,0.20658716225054036,1,0,-0.6359044742883186,0,Recurrent3
36,0.20658716225054036,0.7042486018421941,0,0,-0.6359044742883186,0,Censor
37,0,0.7172317730178942,0,0,-0.3647196111197286,1,Censor
38,0,0.11532754421651781,1,0,0.7105225135305846,1,Recurrent1
38,0.11532754421651781,0.32456131364172364,1,0,0.7105225135305846,1,Recurrent2
38,0.32456131364172364,0.48387251541290155,1,0,0.7105225135305846,1,Recurrent3
38,0.48387251541290155,0.9625831984113526,0,0,0.7105225135305846,1,Censor
39,0,0.040693240116448856,1,0,1.6599630959858371,1,Recurrent1
39,0.040693240116448856,0.12234672985082415,1,0,1.6599630959858371,1,Recurrent2
39,0.12234672985082415,0.15476119075025122,1,0,1.6599630959858371,1,Recurrent3
39,0.15476119075025122,0.7159427244906851,0,0,1.6599630959858371,1,Censor
40,0,0.40049112424628014,1,0,0.749127417577509,0,Recurrent1
40,0.40049112424628014,0.7387576887155991,1,0,0.749127417577509,0,Recurrent2
40,0.7387576887155991,0.7995429760672923,1,0,0.749127417577509,0,Recurrent3
40,0.7995429760672923,0.8042182823222477,0,0,0.749127417577509,0,Censor
41,0,0.36639702090951354,0,0,-1.6495969943033824,0,Censor
42,0,0.1728417454720153,1,0,0.3808963308674221,1,Recurrent1
42,0.1728417454720153,0.2523719767878748,1,0,0.3808963308674221,1,Recurrent2
42,0.2523719767878748,0.27858790493808505,1,0,0.3808963308674221,1,Recurrent3
42,0.27858790493808505,0.5460547824904365,0,0,0.3808963308674221,1,Censor
43,0,0.009400394779181207,1,0,-0.9697060702720379,1,Recurrent1
43,0.009400394779181207,0.10093366756454587,0,0,-0.9697060702720379,1,Censor
44,0,0.07854199694744644,1,0,0.12731342412066807,0,Recurrent1
44,0.07854199694744644,0.08269712462420285,1,0,0.12731342412066807,0,Recurrent2
44,0.08269712462420285,0.08479686996948463,1,0,0.12731342412066807,0,Recurrent3
44,0.08479686996948463,0.2525054096094889,0,1,0.12731342412066807,0,Failure
45,0,0.7362164405369023,0,1,-0.8354748447727002,0,Failure
46,0,0.41855175910246245,0,1,-1.4190592435478873,0,Failure
47,0,0.058036152260045784,0,0,-0.747915166517274,1,Censor
48,0,0.22455919695487536,1,0,0.8261948817213713,1,Recurrent1
48,0.22455919695487536,0.29063100446208046,0,1,0.8261948817213713,1,Failure
49,0,0.0200640659724145,0,1,0.9048952921134809,1,Failure
50,0,0.03737479830645798,1,0,0.7794558910338635,1,Recurrent1
50,0.03737479830645798,0.10455052451298183,0,1,0.7794558910338635,1,Failure
51,0,0.3355990429387441,1,0,0.5636026049857082,1,Recurrent1
51,0.3355990429387441,0.3481848234786659,0,0,0.5636026049857082,1,Censor
52,0,0.02701890938217804,1,0,-0.4582299122684839,0,Recurrent1
52,0.02701890938217804,0.1892306698279958,0,0,-0.4582299122684839,0,Censor
53,0,0.7557472128029168,0,1,0.3404448904840265,1,Failure
54,0,0.006591086526217434,1,0,1.7965315980883914,1,Recurrent1
54,0.006591086526217434,0.020404947945602814,1,0,1.7965315980883914,1,Recurrent2
54,0.020404947945602814,0.15552424908182674,0,1,1.7965315980883914,1,Failure
55,0,0.3557044912675144,1,0,1.0885234247793254,0,Recurrent1
55,0.3557044912675144,0.36278721111544326,1,0,1.0885234247793254,0,Recurrent2
55,0.36278721111544326,0.7538391505539603,1,0,1.0885234247793254,0,Recurrent3
55,0.7538391505539603,0.9403086224059246,0,0,1.0885234247793254,0,Censor
56,0,0.1357676790015336,1,0,0.2591318545427589,1,Recurrent1
56,0.1357676790015336,0.39809338960068796,1,0,0.2591318545427589,1,Recurrent2
56,0.39809338960068796,0.47595289801636037,0,1,0.2591318545427589,1,Failure
57,0,0.22283555847442119,0,1,-0.11825996674826776,0,Failure
58,0,0.029353020165304524,0,0,-1.4264274631600267,0,Censor
59,0,0.6171843789660446,1,0,-2.8156044287130193,1,Recurrent1
59,0.6171843789660446,0.7183872107393569,1,0,-2.8156044287130193,1,Recurrent2
59,0.7183872107393569,0.7567529811540886,0,0,-2.8156044287130193,1,Censor
60,0,0.21757347027579135,0,0,-1.4501370030735161,1,Censor
61,0,0.6586674347911785,0,0,0.06654872348679289,0,Censor
62,0,0.09124429452553985,1,0,-0.6185473618928272,1,Recurrent1
62,0.09124429452553985,0.3265192826875485,1,0,-0.6185473618928272,1,Recurrent2
62,0.3265192826875485,0.3492557815038361,0,0,-0.6185473618928272,1,Censor
63,0,0.09460041175911177,0,1,1.0797844311391724,0,Failure
64,0,0.3286108902316104,1,0,0.3845248532574432,0,Recurrent1
64,0.3286108902316104,0.3524647556856217,0,0,0.3845248532574432,0,Censor
65,0,0.7402922134002201,0,0,-1.7363951374724322,0,Censor
66,0,0.1592238940253996,1,0,-0.005838234933034138,1,Recurrent1
66,0.1592238940253996,0.23348667831700773,0,0,-0.005838234933034138,1,Censor
67,0,0.3597248785784002,0,0,-2.120808581244479,1,Censor
68,0,0.1658778753592771,0,1,0.16427567306194474,1,Failure
69,0,0.13393506023590326,1,0,0.4526259508639487,0,Recurrent1
69,0.13393506023590326,0.2313412577652479,1,0,0.4526259508639487,0,Recurrent2
69,0.2313412577652479,0.25831467290949583,1,0,0.4526259508639487,0,Recurrent3
69,0.25831467290949583,0.39360844538898837,0,1,0.4526259508639487,0,Failure
70,0,0.013161688587320914,1,0,0.6918491552939645,1,Recurrent1
70,0.013161688587320914,0.34116759658766826,0,1,0.6918491552939645,1,Failure
71,0,0.03929911975489663,1,0,-0.49965398494552854,1,Recurrent1
71,0.03929911975489663,0.11619232772866578,0,1,-0.49965398494552854,1,Failure
72,0,0.01934532520777938,0,1,-1.4544915123692415,0,Failure
73,0,0.15667189441436902,1,0,-0.9579093576641428,0,Recurrent1
73,0.15667189441436902,0.25818206889366835,0,1,-0.9579093576641428,0,Failure
74,0,0.0416245553459288,1,0,1.01754798157492,1,Recurrent1
74,0.0416245553459288,0.37171180659778,1,0,1.01754798157492,1,Recurrent2
74,0.37171180659778,0.49259443782062684,0,1,1.01754798157492,1,Failure
75,0,0.8313404769699587,0,0,-0.7683912393516144,1,Censor
76,0,0.026549519855058223,0,0,0.736899676381964,0,Censor
77,0,0.8135889807625413,0,0,-0.44684389772169814,1,Censor
78,0,0.392581014753076,0,0,-0.3705522760065668,0,Censor
79,0,0.030674682731730876,0,0,-1.3623076060292472,1,Censor
80,0,0.03412086350215246,0,1,1.1858622684182676,1,Failure
