ID,L_open,R_closed,IndR,IndD,Cov,Trt,R_Label
1,0,0.17510609208303765,1,0,0.981969411350441,0,Recurrent1
1,0.17510609208303765,0.27119746028585234,1,0,0.981969411350441,0,Recurrent2
1,0.27119746028585234,0.39210223892149915,0,0,0.981969411350441,0,Censor
2,0,0.03934548695428017,0,0,0.4687150400360872,1,Censor
3,0,0.07460873953844008,1,0,0.10797133221644341,1,Recurrent1
3,0.07460873953844008,0.3578336004100777,1,0,0.10797133221644341,1,Recurrent2
3,0.3578336004100777,0.3681438488365739,0,0,0.10797133221644341,1,Censor
4,0,0.40441382322869923,0,0,0.21287816897120662,0,Censor
5,0,0.09536956225427257,0,0,1.1580984550393276,1,Censor
6,0,0.003501211429706904,1,0,1.292354845437879,1,Recurrent1
6,0.003501211429706904,0.09325423921582794,1,0,1.292354845437879,1,Recurrent2
6,0.09325423921582794,0.14176557084225272,0,0,1.292354845437879,1,Censor
7,0,0.05196326507673476,1,0,0.534647146132313,0,Recurrent1
7,0.05196326507673476,0.36705683027987296,1,0,0.534647146132313,0,Recurrent2
7,0.36705683027987296,0.41828120759948395,0,0,0.534647146132313,0,Censor
8,0,0.18864846072841154,1,0,0.12703471920427958,1,Recurrent1
8,0.18864846072841154,0.3625025069136517,1,0,0.12703471920427958,1,Recurrent2
8,0.3625025069136517,0.6161548448567455,1,0,0.12703471920427958,1,Recurrent3
8,0.6161548448567455,0.8159006835971319,0,0,0.12703471920427958,1,Censor
9,0,0.031155078567391692,1,0,1.224875414469068,1,Recurrent1
9,0.031155078567391692,0.2364166387025021,0,0,1.224875414469068,1,Censor
10,0,0.2967160081843927,1,0,1.1213513021602912,0,Recurrent1
10,0.2967160081843927,0.3073297637499251,0,1,1.1213513021602912,0,Failure
11,0,0.019155730102262944,1,0,1.6719250240929038,1,Recurrent1
11,0.019155730102262944,0.15175626179549617,1,0,1.6719250240929038,1,Recurrent2
11,0.15175626179549617,0.17641910736314095,1,0,1.6719250240929038,1,Recurrent3
11,0.17641910736314095,0.507236692865656,0,0,1.6719250240929038,1,Censor
12,0,0.03778453651397183,1,0,0.4689179297838406,1,Recurrent1
12,0.03778453651397183,0.14118575979297895,0,0,0.4689179297838406,1,Censor
13,0,0.1403437525508779,0,0,0.8321899064776265,0,Censor
14,0,0.0817626271390945,1,0,0.2930216051122144,1,Recurrent1
14,0.0817626271390945,0.2996241609412651,1,0,0.2930216051122144,1,Recurrent2
