ID,L_open,R_closed,IndR,IndD,Cov,Trt,R_Label
1,0,0.26480967783963927,1,0,0.981969411350441,0,Recurrent1
1,0.26480967783963927,0.46202945180794713,0,1,0.981969411350441,0,Failure
2,0,0.13381974891755608,1,0,0.4687150400360872,1,Recurrent1
2,0.13381974891755608,0.38729714522347214,1,0,0.4687150400360872,1,Recurrent2
2,0.38729714522347214,0.6863247918668846,1,0,0.4687150400360872,1,Recurrent3
2,0.6863247918668846,0.6917752737873943,1,0,0.4687150400360872,1,Recurrent4
2,0.6917752737873943,0.7424660971444187,1,0,0.4687150400360872,1,Recurrent5
2,0.7424660971444187,1.5871424430513235,0,1,0.4687150400360872,1,Failure
3,0,0.8055131480929206,1,0,-0.10797133221644341,0,Recurrent1
3,0.8055131480929206,1.0324800776393754,1,0,-0.10797133221644341,0,Recurrent2
3,1.0324800776393754,1.143211179781157,0,1,-0.10797133221644341,0,Failure
4,0,0.12473222472277336,1,0,-0.21287816897120662,1,Recurrent1
4,0.12473222472277336,0.41570966717587227,1,0,-0.21287816897120662,1,Recurrent2
4,0.41570966717587227,0.4208801032274946,0,1,-0.21287816897120662,1,Failure
5,0,0.14948814972343774,0,1,1.1580984550393276,1,Failure
6,0,0.17959274343852205,1,0,1.292354845437879,0,Recurrent1
6,0.17959274343852205,0.24591916926242496,1,0,1.292354845437879,0,Recurrent2
6,0.24591916926242496,0.32897822227974627,1,0,1.292354845437879,0,Recurrent3
6,0.32897822227974627,0.3859393746090171,1,0,1.292354845437879,0,Recurrent4
6,0.3859393746090171,0.6823404575041078,1,0,1.292354845437879,0,Recurrent5
6,0.6823404575041078,2.1023154200520366,0,0,1.292354845437879,0,Censor
7,0,0.040847420000091055,1,0,0.534647146132313,1,Recurrent1
7,0.040847420000091055,0.3112395519300818,1,0,0.534647146132313,1,Recurrent2
7,0.3112395519300818,0.36788030314863784,0,1,0.534647146132313,1,Failure
8,0,0.08500338828939738,0,1,-0.12703471920427958,1,Failure
9,0,0.8106578704539978,1,0,-1.224875414469068,0,Recurrent1
9,0.8106578704539978,0.8722786395258922,0,1,-1.224875414469068,0,Failure
10,0,0.36131426875074757,1,0,-1.1213513021602912,1,Recurrent1
10,0.36131426875074757,0.5235671551396828,1,0,-1.1213513021602912,1,Recurrent2
10,0.5235671551396828,0.8704333059722225,1,0,-1.1213513021602912,1,Recurrent3
10,0.8704333059722225,0.9894120645289657,1,0,-1.1213513021602912,1,Recurrent4
10,0.9894120645289657,1.2968848259079178,1,0,-1.1213513021602912,1,Recurrent5
10,1.2968848259079178,1.4687435910619078,0,1,-1.1213513021602912,1,Failure
11,0,0.8428180561065749,0,1,-1.6719250240929038,0,Failure
12,0,0.19135339534373053,1,0,0.4689179297838406,0,Recurrent1
12,0.19135339534373053,0.6223389492202982,1,0,0.4689179297838406,0,Recurrent2
12,0.6223389492202982,0.6425849722797387,1,0,0.4689179297838406,0,Recurrent3
12,0.6425849722797387,0.8958815565200561,1,0,0.4689179297838406,0,Recurrent4
12,0.8958815565200561,1.0355158091726298,1,0,0.4689179297838406,0,Recurrent5
12,1.0355158091726298,1.3419481716118753,0,0,0.4689179297838406,0,Censor
13,0,0.07263304419948133,1,0,0.8321899064776265,1,Recurrent1
13,0.07263304419948133,0.18776981371709528,1,0,0.8321899064776265,1,Recurrent2
13,0.18776981371709528,0.35928958947997897,1,0,0.8321899064776265,1,Recurrent3
13,0.35928958947997897,0.47053657122797865,1,0,0.8321899064776265,1,Recurrent4
13,0.47053657122797865,0.4850304207698878,1,0,0.8321899064776265,1,Recurrent5
13,0.4850304207698878,1.8859184208479638,0,1,0.8321899064776265,1,Failure
14,0,0.24746965730680653,1,0,0.2930216051122144,0,Recurrent1
14,0.24746965730680653,0.3050400853760741,1,0,0.2930216051122144,0,Recurrent2
14,0.3050400853760741,0.3353470718165394,1,0,0.2930216051122144,0,Recurrent3
14,0.3353470718165394,0.6745961363109346,1,0,0.2930216051122144,0,Recurrent4
14,0.6745961363109346,0.7171795947861136,1,0,0.2930216051122144,0,Recurrent5
14,0.7171795947861136,1.8645790754817426,0,0,0.2930216051122144,0,Censor
15,0,2.065233177272603,0,0,-3.2742858225576197,0,Censor
16,0,1.713416987331584,0,0,-0.14811075118461026,0,Censor
17,0,0.4295311437106478,0,1,-0.9299387352746328,0,Failure
18,0,0.05425561427232787,1,0,0.4542143515681254,1,Recurrent1
18,0.05425561427232787,0.4642104367668338,1,0,0.4542143515681254,1,Recurrent2
18,0.4642104367668338,0.4726287269166067,1,0,0.4542143515681254,1,Recurrent3
18,0.4726287269166067,0.586428987906119,1,0,0.4542143515681254,1,Recurrent4
18,0.586428987906119,0.6109179789544613,1,0,0.4542143515681254,1,Recurrent5
18,0.6109179789544613,1.6053437763062197,0,1,0.4542143515681254,1,Failure
19,0,1.0381956502771776,0,1,-1.6061072406713675,1,Failure
20,0,0.09730445803143084,0,0,-2.0114713287496686,0,Censor
21,0,0.046461759094787794,1,0,1.1399766339666213,1,Recurrent1
21,0.046461759094787794,0.309516303292139,1,0,1.1399766339666213,1,Recurrent2
21,0.309516303292139,0.45319290441653304,0,1,1.1399766339666213,1,Failure
22,0,0.1909290988236513,1,0,0.315702951821837,1,Recurrent1
22,0.1909290988236513,0.22988527706469758,1,0,0.315702951821837,1,Recurrent2
22,0.22988527706469758,0.3284724347759038,0,0,0.315702951821837,1,Censor
23,0,0.5256095855730816,1,0,1.0426861000003447,0,Recurrent1
23,0.5256095855730816,0.5640827735352034,0,1,1.0426861000003447,0,Failure
24,0,0.6028845676526288,1,0,-0.21298249662589047,1,Recurrent1
24,0.6028845676526288,0.7741768262143985,1,0,-0.21298249662589047,1,Recurrent2
24,0.7741768262143985,0.9621395125645882,1,0,-0.21298249662589047,1,Recurrent3
24,0.9621395125645882,1.221646313130985,1,0,-0.21298249662589047,1,Recurrent4
24,1.221646313130985,1.2732213258277625,0,0,-0.21298249662589047,1,Censor
25,0,1.515246065100655,0,0,0.39710038164192213,0,Censor
26,0,0.04142767484336195,0,1,-1.5436525007112147,0,Failure
27,0,0.04443976790653738,1,0,-0.11819970164529613,1,Recurrent1
27,0.04443976790653738,0.15616501636543753,1,0,-0.11819970164529613,1,Recurrent2
27,0.15616501636543753,0.19465287894071984,0,1,-0.11819970164529613,1,Failure
28,0,0.05850384858277208,1,0,0.6846978847496057,1,Recurrent1
28,0.05850384858277208,0.1073543580105502,1,0,0.6846978847496057,1,Recurrent2
