ID,L_open,R_closed,IndR,IndD,Cov,Trt,R_Label
1,0,0.2934309679710649,1,0,0.981969411350441,1,Recurrent1
1,0.2934309679710649,0.32445890495817253,1,0,0.981969411350441,1,Recurrent2
1,0.32445890495817253,0.3748144768178463,0,0,0.981969411350441,1,Censor
2,0,0.1588289801086869,0,1,0.4687150400360872,1,Failure
3,0,0.32920799248241506,1,0,-0.10797133221644341,1,Recurrent1
3,0.32920799248241506,0.5378652366739963,1,0,-0.10797133221644341,1,Recurrent2
3,0.5378652366739963,0.8433065700614639,1,0,-0.10797133221644341,1,Recurrent3
3,0.8433065700614639,0.9121761766122033,1,0,-0.10797133221644341,1,Recurrent4
3,0.9121761766122033,1.2451160470354932,1,0,-0.10797133221644341,1,Recurrent5
3,1.2451160470354932,1.274129639877297,0,1,-0.10797133221644341,1,Failure
4,0,0.023366643110983,0,1,-0.21287816897120662,0,Failure
5,0,0.0036421394624509126,1,0,1.1580984550393276,1,Recurrent1
5,0.0036421394624509126,0.17541324459151683,1,0,1.1580984550393276,1,Recurrent2
5,0.17541324459151683,0.18597822763266514,1,0,1.1580984550393276,1,Recurrent3
5,0.18597822763266514,0.4622284771757269,1,0,1.1580984550393276,1,Recurrent4
5,0.4622284771757269,0.6422340631027997,1,0,1.1580984550393276,1,Recurrent5
5,0.6422340631027997,0.6447206532217064,0,1,1.1580984550393276,1,Failure
6,0,0.20249560779905187,1,0,1.292354845437879,0,Recurrent1
6,0.20249560779905187,0.2777515681629022,1,0,1.292354845437879,0,Recurrent2
6,0.2777515681629022,0.48894798917430154,1,0,1.292354845437879,0,Recurrent3
6,0.48894798917430154,0.7594394301482364,1,0,1.292354845437879,0,Recurrent4
6,0.7594394301482364,0.8839938776990067,1,0,1.292354845437879,0,Recurrent5
6,0.8839938776990067,1.6005148025636815,0,1,1.292354845437879,0,Failure
7,0,1.2787459875439338,1,0,0.534647146132313,0,Recurrent1
7,1.2787459875439338,1.4704769555285295,1,0,0.534647146132313,0,Recurrent2
7,1.4704769555285295,1.6543051032545313,1,0,0.534647146132313,0,Recurrent3
7,1.6543051032545313,1.9065471288900417,1,0,0.534647146132313,0,Recurrent4
7,1.9065471288900417,1.9345757583949574,1,0,0.534647146132313,0,Recurrent5
7,1.9345757583949574,3.2319077901567987,0,1,0.534647146132313,0,Failure
8,0,0.5210947029280537,1,0,-0.12703471920427958,0,Recurrent1
8,0.5210947029280537,0.6358426785607468,1,0,-0.12703471920427958,0,Recurrent2
8,0.6358426785607468,0.7537869205029011,1,0,-0.12703471920427958,0,Recurrent3
8,0.7537869205029011,0.7883239514998198,1,0,-0.12703471920427958,0,Recurrent4
8,0.7883239514998198,1.112826704672815,1,0,-0.12703471920427958,0,Recurrent5
8,1.112826704672815,3.594160658540204,0,0,-0.12703471920427958,0,Censor
9,0,0.011958574201202998,1,0,-1.224875414469068,1,Recurrent1
9,0.011958574201202998,0.12606921452845982,1,0,-1.224875414469068,1,Recurrent2
9,0.12606921452845982,0.4449487709059451,0,1,-1.224875414469068,1,Failure
10,0,0.011458604186616808,0,1,-1.1213513021602912,1,Failure
11,0,0.03015580164195982,0,1,-1.6719250240929038,0,Failure
12,0,0.14915162891266964,1,0,0.4689179297838406,1,Recurrent1
12,0.14915162891266964,0.1999701816090876,1,0,0.4689179297838406,1,Recurrent2
12,0.1999701816090876,0.5101757239327824,1,0,0.4689179297838406,1,Recurrent3
12,0.5101757239327824,0.5320595183248478,1,0,0.4689179297838406,1,Recurrent4
12,0.5320595183248478,0.5847000929409449,0,1,0.4689179297838406,1,Failure
13,0,0.9003535134229426,1,0,0.8321899064776265,0,Recurrent1
13,0.9003535134229426,1.1759307124473528,1,0,0.8321899064776265,0,Recurrent2
13,1.1759307124473528,1.2978546175384318,1,0,0.8321899064776265,0,Recurrent3
13,1.2978546175384318,1.3304966372284404,1,0,0.8321899064776265,0,Recurrent4
13,1.3304966372284404,1.6130213583267632,0,1,0.8321899064776265,0,Failure
14,0,1.3397583715557533,0,1,0.2930216051122144,0,Failure
15,0,1.3092417728152703,0,1,-3.2742858225576197,1,Failure
16,0,0.09455824852017106,0,1,-0.14811075118461026,1,Failure
17,0,0.02559402652422399,0,1,-0.9299387352746328,0,Failure
18,0,0.1794730988331139,0,0,0.4542143515681254,0,Censor
19,0,0.35492646696976227,1,0,-1.6061072406713675,0,Recurrent1
19,0.35492646696976227,0.38408643193692465,1,0,-1.6061072406713675,0,Recurrent2
19,0.38408643193692465,0.41407849099428296,1,0,-1.6061072406713675,0,Recurrent3
19,0.41407849099428296,0.8443608702677403,1,0,-1.6061072406713675,0,Recurrent4
19,0.8443608702677403,0.8709955474909832,1,0,-1.6061072406713675,0,Recurrent5
19,0.8709955474909832,1.7501662514043441,0,1,-1.6061072406713675,0,Failure
20,0,0.4372744604710603,0,1,-2.0114713287496686,0,Failure
