ID,L_open,R_closed,IndR,IndD,Cov,Trt,R_Label
1,0,1.1571020769760738,0,1,-0.08378435549813135,1,Failure
2,0,0.781696939788961,0,1,-0.9829437452806871,1,Failure
3,0,0.062022152319812916,0,1,-1.8750673214047984,0,Failure
4,0,0.3874767978124612,1,0,-0.186144660710734,1,Recurrent1
4,0.3874767978124612,0.8105420955336895,0,1,-0.186144660710734,1,Failure
5,0,0.018955587676101837,0,1,-0.6334856981520298,1,Failure
6,0,0.019483468400286377,1,0,1.0907974641466935,1,Recurrent1
6,0.019483468400286377,1.461937493186575,0,1,1.0907974641466935,1,Failure
7,0,1.2118385053188085,0,1,-0.9137272741429239,1,Failure
8,0,0.02423825948798647,1,0,1.0016397115507696,0,Recurrent1
8,0.02423825948798647,0.6714095325448257,0,1,1.0016397115507696,0,Failure
9,0,0.39380974135060304,0,1,-0.3992666032193733,1,Failure
10,0,0.3403627101544367,1,0,-0.46812305401352095,0,Recurrent1
10,0.3403627101544367,1.3068487560956887,0,1,-0.46812305401352095,0,Failure
11,0,0.8444453902479261,0,1,0.32696208288008993,0,Failure
12,0,0.9688730713003643,1,0,-0.4127468983518599,0,Recurrent1
12,0.9688730713003643,2.9911625338718295,0,0,-0.4127468983518599,0,Censor
13,0,0.47431035473477745,0,1,0.5620364694436935,0,Failure
14,0,0.09106644459446255,0,1,0.6633582599799417,1,Failure
15,0,0.3297907779975734,1,0,-0.602897283941171,1,Recurrent1
15,0.3297907779975734,0.37622106588679854,0,1,-0.602897283941171,1,Failure
16,0,0.014328472902560938,1,0,0.6983776887655277,1,Recurrent1
16,0.014328472902560938,0.6699295697862893,0,1,0.6983776887655277,1,Failure
17,0,0.04094810827569526,1,0,0.5958464504565819,0,Recurrent1
17,0.04094810827569526,1.0458944393864826,0,1,0.5958464504565819,0,Failure
18,0,0.6618803524494455,1,0,0.4520918258014216,0,Recurrent1
18,0.6618803524494455,2.0223770626187605,0,1,0.4520918258014216,0,Failure
19,0,0.03853053858594865,0,1,0.8967439598332879,1,Failure
20,0,1.1424188054864644,1,0,0.572216514681207,0,Recurrent1
20,1.1424188054864644,1.3296862192647296,0,1,0.572216514681207,0,Failure
21,0,0.08595040586722787,0,1,-0.4116530135661546,1,Failure
22,0,0.07688031648285687,0,0,-0.29432714621786116,1,Censor
23,0,2.0875277353482973e-4,1,0,1.2185739573134506,1,Recurrent1
23,2.0875277353482973e-4,0.13097518730069627,0,1,1.2185739573134506,1,Failure
24,0,0.29520767316777824,0,1,0.2441114266723062,1,Failure
25,0,0.21141781201667925,1,0,-0.44515195760323206,1,Recurrent1
25,0.21141781201667925,0.4094531220181681,0,1,-0.44515195760323206,1,Failure
26,0,0.17406941973604262,0,0,-1.8478036443990913,0,Censor
27,0,0.024612338011790025,1,0,-0.6288253051265151,0,Recurrent1
27,0.024612338011790025,3.042544067550159,0,1,-0.6288253051265151,0,Failure
28,0,0.047325441010037696,1,0,-0.8610806918876148,0,Recurrent1
28,0.047325441010037696,1.3425863650627434,0,0,-0.8610806918876148,0,Censor
29,0,0.04323279900812286,1,0,1.5149202980447252,1,Recurrent1
29,0.04323279900812286,0.8669096603989601,0,0,1.5149202980447252,1,Censor
30,0,0.31388422991647114,1,0,2.7352389326141058,0,Recurrent1
30,0.31388422991647114,1.372028476610569,0,1,2.7352389326141058,0,Failure
31,0,0.007080649566368119,1,0,-0.2748770638594025,1,Recurrent1
31,0.007080649566368119,0.26151388327235453,0,1,-0.2748770638594025,1,Failure
32,0,0.1085928177428768,1,0,1.2766540650894227,0,Recurrent1
32,0.1085928177428768,0.507010935107246,0,0,1.2766540650894227,0,Censor
33,0,0.6738145013153528,0,1,-0.8109803439030776,0,Failure
34,0,0.08298374763022966,1,0,-0.04492277608383075,1,Recurrent1
34,0.08298374763022966,3.3113861393601156,0,1,-0.04492277608383075,1,Failure
35,0,0.41629194758038884,1,0,-0.6394123751642132,1,Recurrent1
35,0.41629194758038884,1.3275699215222048,0,1,-0.6394123751642132,1,Failure
36,0,0.10130559304732804,1,0,-0.4383559969843502,1,Recurrent1
36,0.10130559304732804,1.8310662498697639,0,0,-0.4383559969843502,1,Censor
37,0,0.3060525280948698,1,0,0.5072022010162368,1,Recurrent1
37,0.3060525280948698,0.581979404716243,0,1,0.5072022010162368,1,Failure
38,0,0.08002725480587913,1,0,1.1292191972367185,1,Recurrent1
38,0.08002725480587913,0.3932163421723791,0,1,1.1292191972367185,1,Failure
39,0,0.11983530696372482,1,0,0.9756376525059427,1,Recurrent1
39,0.11983530696372482,0.28821677706279636,0,1,0.9756376525059427,1,Failure
40,0,0.09536563133060291,1,0,-0.12460379324110299,0,Recurrent1
40,0.09536563133060291,1.0981105547868,0,1,-0.12460379324110299,0,Failure
41,0,0.12677026144942835,0,1,0.4283365792606744,0,Failure
42,0,0.0991900559764572,1,0,0.4187263598820323,1,Recurrent1
42,0.0991900559764572,0.4990260515740087,0,1,0.4187263598820323,1,Failure
43,0,0.2295243381604363,1,0,0.43546648703328655,1,Recurrent1
43,0.2295243381604363,2.65438192005051,0,1,0.43546648703328655,1,Failure
44,0,0.8874738190053811,1,0,-0.2042620938100991,0,Recurrent1
44,0.8874738190053811,0.9352719424751783,0,1,-0.2042620938100991,0,Failure
45,0,0.021881289424752554,1,0,0.30235349213565027,1,Recurrent1
45,0.021881289424752554,0.28759625655920357,0,1,0.30235349213565027,1,Failure
